index,question,category,correct_answer,predicted_answer,raw_response,reasoning_length,is_correct
938,"La fontana di Piazza dell'Aracoeli, realizzata da Giacomo Della Porta, venne alimentata con:",art_history,B,A,"La fontana di Piazza dell'Aracoeli è una delle fontane più note di Roma, e l'Acqua Vergine è il più antico acquedotto della città, utilizzato fin dall'epoca romana. La fontana è stata realizzata nel XVI secolo, e l'Acqua Vergine è ancora oggi visibile in altre fontane storiche come quella del Bernini in Piazza di Spagna. L'Acqua Felice e l'Acqua Paola sono acquedotti rinascimentali, ma l'Acqua Marcia è un acquedotto romano, ma non è associato a questa fontana.

FINALE: A",475,False
939,"Può essere un sinonimo di ""cassettone""…",synonyms_and_antonyms,A,B,"Il cassettone è un mobile con cassetti, quindi cerchiamo un sinonimo che si riferisca a un mobile simile o con funzionalità analoga.

- ""Canterano"" non è un termine comune per mobili.
- ""Armadio"" è un mobile, ma solitamente senza cassetti.
- ""Collegio"" si riferisce a un istituto scolastico, non a un mobile.
- ""Dispensa"" può essere un mobile per conservare cibo, ma non è un sinonimo diretto.

FINALE: B",404,False
940,"Si indichi il contrario di ""proroga"".",lexicon,B,B,"Il contrario di ""proroga"" (che significa posticipare o prolungare) è ""anticipo"", che significa avanzare o accelerare.

FINALE: B",128,True
941,"Chi fu l'architetto romano che progettò la celebre ""Scalinata di Trinità dei Monti""?",literature,D,A,"La Scalinata di Trinità dei Monti è un'opera architettonica famosa a Roma. Ricordo che fu progettata nel Rinascimento, ma non sono sicuro del nome dell'architetto. Tra le opzioni, Luigi Vanvitelli è noto per il suo lavoro in architettura, ma non sono certo se sia lui l'autore della scalinata. D'altra parte, Francesco De Sanctis è un nome meno noto in questo contesto.

FINALE: A",380,False
942,"Nella frase: “Essendo falliti i moti del 1821, in Italia iniziò un periodo di restaurazione”, “Essendo falliti i moti del 1821” ha valore:",orthography,D,D,"La frase introduce una conseguenza (""iniziò un periodo di restaurazione"") derivante dal fatto che i moti del 1821 sono falliti. Quindi, ""Essendo falliti i moti del 1821"" indica la causa della restaurazione.

FINALE: D",217,True
943,"Qual è il plurale del termine ""film""?",morphology,C,C,"Il termine ""film"" è un prestito dall'inglese e in italiano rimane invariato al plurale, come accade con molti altri termini stranieri (es. ""jeans"", ""computer"").

FINALE: C",171,True
944,"Tra i termini di seguito proposti, individuare quello che può essere un contrario dell'aggettivo ""coercitivo"".",lexicon,C,C,"""Coercitivo"" significa imposto con forza o costrizione. Il contrario quindi è ""volontario"", che indica un'azione compiuta liberamente.

FINALE: C",145,True
945,"In relazione alle regole inerenti all'utilizzo dell'apostrofo, quale delle seguenti espressioni è scorretta?",orthography,A,C,"L'apostrofo si usa per elisione (quando una vocale finale cade davanti a una vocale iniziale). ""Un"" è l'apocope di ""uno"", quindi si usa l'apostrofo solo se la parola successiva inizia per vocale o h muta.

- A) ""Un orchestra"" → sbagliato, perché ""orchestra"" inizia per vocale ma manca l'apostrofo (""un'orchestra"").
- B) ""Un'amica"" → corretto, perché ""amica"" inizia per vocale.
- C) ""Un elefante"" → sbagliato, perché ""elefante"" inizia per vocale ma manca l'apostrofo (""un'elefante"").
- D) ""Un attore"" → corretto, perché ""attore"" inizia per consonante.

FINALE: A",561,False
946,"Qual è il nome del cane simbolo della casa discografica ""la voce del padrone""?",current_events,C,C,"Il cane simbolo della casa discografica ""La Voce del Padrone"" è famoso per il suo orecchio appoggiato su un grammofono, ascoltando la musica. Il nome più associato a questo cane è ""Nipper"", che è anche il nome del cane originale che ha ispirato il logo.

FINALE: C",264,True
947,Qual è il sinonimo di “rifinito”?,synonyms_and_antonyms,C,C,"""Rifinito"" significa perfetto o completato con cura. ""Abborracciato"" e ""raffazzonato"" significano fatto in modo approssimativo, quindi sono antonimi. ""Compiuto"" significa portato a termine, ma non necessariamente con precisione.

FINALE: C",239,True
948,"""Enrico IV"" venne composo nel…",literature,B,B,"""Enrico IV"" è un'opera di Luigi Pirandello, e so che Pirandello scrisse diverse opere teatrali tra la fine dell'Ottocento e l'inizio del Novecento. La data 1921 mi sembra plausibile per un autore attivo in quel periodo.

FINALE: B",230,True
949,"Nella frase ""Chiamato sul palco a ricevere il premio, Marco tenne un discorso a braccio"", ""a braccio"" significa:",lexicon,D,D,"""a braccio"" significa che Marco ha parlato senza preparazione o senza appunti, quindi è un discorso improvvisato.

FINALE: D",124,True
950,"Nel 1223, Federico II , trasferì la capitale del Regno di Sicilia da Palermo a:",history,A,C,"Federico II era legato al Sud Italia e in particolare alla Puglia, dove si trovava Bari, una città strategica per il controllo del Mediterraneo e dei commerci. Palermo era troppo lontana e poco funzionale per governare l'intero regno. Bari era un centro importante e ben collegato.

FINALE: C",292,False
951,"""A furia di allenarsi è diventato il migliore"". In questo periodo la proposizione ""A furia di allenarsi"" è una subordinata:",orthography,A,A,"La proposizione ""A furia di allenarsi"" indica il mezzo o il modo in cui è avvenuto il risultato (""è diventato il migliore""), quindi è una subordinata strumentale.

FINALE: A",173,True
952,"Come si chiama la categoria sindacale della CGIL che tutela i lavoratori ""atipici""?",current_events,D,D,"La CGIL ha diverse categorie sindacali, ma quella specifica per i lavoratori atipici è la NIDIL (Nuovi Insediamenti e Lavoratori Atipici).

FINALE: D",149,True
953,L'art. 16 della Costituzione afferma che il diritto di libertà si estrinseca anche nella libertà di fissare ovunque la propria residenza.,civic_education,D,B,"L'art. 16 della Costituzione italiana stabilisce che ""ogni cittadino può scegliere liberamente la sua residenza e il suo domicilio"" e ""può spostarsi e soggiornare in qualsiasi parte del territorio nazionale"". Quindi, il diritto di libertà menzionato si riferisce alla libera circolazione nel territorio dello Stato.

FINALE: B",326,False
954,Dal 1967 edita il Rapporto sulla situazione sociale del Paese e nel 2016 è uscito il cinquantesimo; si tratta:,current_events,B,B,"Il Censis (Centro Studi Investimenti Sociali) è noto per pubblicare il Rapporto sulla situazione sociale in Italia dal 1967, con il 50° anniversario nel 2016.

FINALE: B",169,True
955,Quando naque ufficialmente il Romanticismo in Italia?,literature,B,B,"Il Romanticismo in Italia nacque ufficialmente nel 1816 con la pubblicazione del ""Manifesto del Romanticismo"" di Ugo Foscolo e con l'influenza di autori come Leopardi e Manzoni.

FINALE: B",188,True
956,Quale dei seguenti elementi non è presente nell'area archeologica di Fiesole?,art_history,B,A,"Fiesole ha un teatro romano, terme romane e una villa romana, ma il tempio etrusco-romano non è presente in quest'area archeologica.

FINALE: A",143,False
957,"L'espressione ""se questo è un uomo"" fa parte di una poesia, posta all'inizio del libro di Primo Levi, in cui l'autore:",literature,B,B,"La frase ""Se questo è un uomo"" è un'affermazione provocatoria che invita il lettore a riflettere sul significato di umanità e a confrontarsi con l'orrore dei lager. Levi non si limita a descrivere, ma sfida il lettore a giudicare e a interrogarsi.

FINALE: B",258,True
958,Quali delle seguenti regioni primeggia per floricoltura?,geography,D,D,"La Liguria è famosa per i suoi giardini e la coltivazione di fiori, in particolare il fiore della lavanda e le rose. La sua posizione costiera e il clima mite favoriscono la floricoltura. Le altre regioni non sono altrettanto note per questo settore.

FINALE: D",261,True
959,"Il massiccio Taburno -Camposauro è costituito da 2 grandi blocchi calcarei, divisi dalla depressione tettonica di:",tourism,B,C,"Il massiccio Taburno-Camposauro è situato in Campania, e la depressione che lo divide è la Piana di Caiazzo, nota per essere una zona pianeggiante tra i due blocchi calcarei.

FINALE: C",185,False
960,Virgola – puntini di sospensione – trattino. Quale/quali tra i precedenti non sono segni di interpunzione?,orthography,C,C,"La virgola e i puntini di sospensione sono segni di interpunzione, mentre il trattino è un segno grafico (usato per connetti parole o per indicare pause più lunghe). Quindi, l'opzione corretta è C.

FINALE: C",208,True
961,Quale dei seguenti sostantivi è scritto in modo scorretto?,morphology,D,D,"Il termine ""elettrotenica"" non esiste in italiano; il corretto è ""elettronica"". Gli altri termini sono corretti.

FINALE: D",123,True
962,Che tipo di complemento contiene la frase: A casa ho corretto due capitoli del volume?,syntax,D,D,"La frase ""A casa ho corretto due capitoli del volume"" contiene un complemento che specifica l'oggetto dell'azione (i capitoli) in relazione al volume. Si tratta quindi di una **specificazione**.

FINALE: D",205,True
963,Il capoluogo della Regione Trentino Alto Adige è:,geography,A,A,"Il Trentino-Alto Adige è una regione italiana con due province autonome: Trento e Bolzano. Il capoluogo della regione è Trento, mentre Bolzano è il capoluogo della provincia omonima. Merano è una città turistica ma non è il capoluogo regionale.

FINALE: A",255,True
964,"Durante i primi anni Cinquanta e i primi anni Sessanta, l'Italia visse un periodo storico che determinò il passaggio dalla vita rurale alla vita urbana di centinaia di migliaia di persone. Come viene definito questo periodo?",history,D,D,"Il periodo descritto è caratterizzato da una rapida industrializzazione e crescita economica in Italia, che ha portato a un massiccio spostamento dalla campagna alle città. Questo è noto come il ""Miracolo economico"".

FINALE: D",227,True
965,La Conca d'Oro è la pianura su cui sorge buona parte della città di:,geography,B,B,"La Conca d'Oro è una pianura situata in Sicilia, e tra le opzioni, Palermo è la città siciliana più famosa per essere costruita su questa area fertile e ricca di agrumi.

FINALE: B",180,True
966,Quale tra questi non è un sinonimo di depravazione:,synonyms_and_antonyms,B,B,"La depravazione significa corruzione morale o mancanza di valori. ""Abiezione"" e ""laidezza"" sono sinonimi, mentre ""integrità"" è l'opposto (valore morale).

FINALE: B",164,True
967,"Il popolo sannita propriamente detto era formato dall'unione di quattro tribù, quali?",history,B,B,"I Sanniti erano un popolo italico formato da diverse tribù. Le principali menzionate in fonti storiche sono i Pentri, i Carricini, i Caudini e gli Irpini. Le altre opzioni includono tribù diverse o non tutte quelle sannitiche.

FINALE: B",237,True
968,Di che colore è la grotta che è presente a Capri?,current_events,D,D,"La grotta più famosa di Capri è la Grotta Azzurra, nota per il suo caratteristico colore azzurro intenso causato dalla luce che filtra attraverso l'acqua.

FINALE: D",165,True
969,"Qual è il significato di ""tank""?",lexicon,C,C,"Il termine ""tank"" è comunemente associato a un veicolo militare corazzato, quindi la risposta più probabile è C) Carro armato.

FINALE: C",137,True
970,"La legge sul legittimo sospetto, che fissa le condizioni in base alle quali è possibile spostare un processo dalla sua sede naturale, varata in Italia nel 2002, è nota come:",current_events,C,C,"La legge sul legittimo sospetto, approvata nel 2002, è associata al nome del suo relatore, il senatore Giulo Cirami. Le altre opzioni (Sirchia, Bossi-Fini, Biagi) si riferiscono ad altri atti normativi o figure politiche.

FINALE: C",232,True
971,Le caratteristiche del territorio ligure:,geography,C,A,"La Liguria ha un clima mediterraneo e un territorio collinare e montuoso, ideale per la viticoltura e l'olivicoltura. I vini liguri (come il Rossese o il Vermentino) e gli oli d'oliva sono apprezzati per la loro qualità. L'opzione A è errata perché i prodotti sono di ottima qualità, non scarsa. L'opzione B è sbagliata perché anche i vini sono prodotti con successo. L'opzione C è errata perché il territorio favorisce entrambi i prodotti.

FINALE: A",451,False
972,"Qual è la proposizione concessiva nella frase: Pur viaggiando veloci, non giungeremo all'albergo che abbiamo prenotato prima che sia notte?",syntax,A,A,"La proposizione concessiva introduce una condizione che, pur essendo vera, non modifica il significato principale della frase. In questo caso, ""Pur viaggiando veloci"" esprime una concessione (anche se viaggiamo veloci, il risultato è diverso).

FINALE: A",254,True
973,Quale grande poeta fu particolarmente influenzato dalla filosofia di Nietzsche e dal mito del superuomo?,literature,A,A,"Gabriele D'Annunzio è noto per il suo superomismo, che trae ispirazione da Nietzsche e dal concetto del superuomo.
Eugenio Montale e Giacomo Leopardi non sono associati a questa corrente.
Cecco Angiolieri è un poeta medievale, lontano da Nietzsche.

FINALE: A",259,True
974,CHI FU IL PRIMO IMPERATORE ROMANO?,art_history,B,B,"Il primo imperatore romano fu Ottaviano Augusto, che prese il titolo di ""Augustus"" nel 27 a.C., dopo aver sconfitto Marco Antonio e Cleopatra e stabilito un regime imperiale.

FINALE: B",185,True
975,"Se consideriamo gli attuali confini europei, in quale Stato sarebbe nato Giuseppe Garibaldi?",history,B,D,"Giuseppe Garibaldi è noto come eroe dell'unità italiana, quindi è logico che sia nato in Italia. Tra le opzioni, l'Italia confina con la Slovenia (D), ma storicamente, il suo luogo di nascita (Nizza) era parte del Regno di Sardegna, che oggi fa parte dell'Italia. Tuttavia, Nizza è stata francese per molto tempo, ma all'epoca della sua nascita (1807) era sotto il dominio francese.

FINALE: D",393,False
976,Nei confronti dell'entrata nel Primo conflitto mondiale i nazionalisti e gli irredentisti italiani sono….,history,D,D,"I nazionalisti e irredentisti italiani erano interventisti perché vedevano nella guerra un'opportunità per ottenere territori irredenti (come Trento e Trieste) e ampliare i confini dell'Italia.

FINALE: D",204,True
